?cls	?def
<http://purl.obolibrary.org/obo/UBERON_0022284>	"the single bud-like invagination of the conjunctival fornix epithelium at the temporal aspect of the eye that signals lacrimal gland formation (Int Rev Cytol. 1996;168:1-80. Cell biology of the harderian gland)"
<http://purl.obolibrary.org/obo/NBO_0000622>	"Any highly repetitive behavior, where the repetition is unusual, difficult to disrupt, and neither the behavior nor repetition serve an obvious function [NBO:AC]"
<http://purl.obolibrary.org/obo/NBO_0000567>	"\"A pathological behavior associated with repetitive or ritualistic movement, posture, or utterance.\" [wikipedia:Stereotypy]"
<http://purl.obolibrary.org/obo/CHEBI_59999>	"A chemical substance is a portion of matter of constant composition, composed of molecular entities of the same type or of different types."
<http://purl.obolibrary.org/obo/UBERON_0012483>	"A serous membrane that is part of a cloaca [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0001778>	"A double layer covering the ciliary body that produces aqueous humor."
<http://purl.obolibrary.org/obo/UBERON_0005080>	"The portion of the ureteric bud tube that contributes to the morphogenesis of the metanephros[GO]."
<http://purl.obolibrary.org/obo/NBO_0000322>	"\"Behavior as a result of the sensation of chemicals.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/CHEBI_78433>	"A substance used in a thermodynamic heat pump cycle or refrigeration cycle that undergoes a phase change from a gas to a liquid and back. Refrigerants are used in air-conditioning systems and freezers or refrigerators and are assigned a \"R\" number (by ASHRAE - formerly the American Society of Heating, Refrigerating and Air Conditioning Engineers), which is determined systematically according to their molecular structure."
<http://purl.obolibrary.org/obo/UBERON_0001062>	"Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species."
<http://purl.obolibrary.org/obo/UBERON_0015129>	"Visceral intrapericardial fat contiguous with the myocardial surface."
<http://purl.obolibrary.org/obo/NBO_0000251>	"\"A somatoform disorder characterised by a continuing belief that one has one or more serious illnesses although no medical evidence supports the belief.\" [wikipedia:Hypochondriasis]"
<http://purl.obolibrary.org/obo/NBO_0020037>	"Surveillance for presence or approach of predators."@en
<http://purl.obolibrary.org/obo/NBO_0040000>	"A behavior associated with the gathering of organisms together in some locality. [Wikipedia:Aggregation_(ethology)]"
<http://purl.obolibrary.org/obo/NBO_0002132>	"\"Any process that modulates the frequency, rate or extent of cocaine consumption, the specific actions or reactions of an organism in response to external or internal stimuli.\" [NBOC:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000437>	"\"A reflex by which the body rids the lower respiratory tract of any irritant that enters through the air and less frequently any fluids (drinks) and solids (food) that may spill into the respiratory tract.\" [XX:http\\://www.healthhype.com/cough-reflex-physiology-process-ear-cough-reflexes.html]"
<http://purl.obolibrary.org/obo/NBO_0000697>	"\"A type of epilepsy characterized by brief, recurring seizures that arise in the frontal lobes of the brain, often while the patient is sleeping.\" [wikipedia:http\\://en.wikipedia.org/wiki/Frontal_lobe_epilepsy]"
<http://purl.obolibrary.org/obo/NBO_0000066>	"\"Behavior related to the state of being conscious and engages in a coherent cognitive and behavior responses to the external world.\" [NBO:SD, wikipedia:Wakefulness]"
<http://purl.obolibrary.org/obo/NBO_0000302>	"\"A domineering, assault posture and/or hostile physical action towards animals exhibited by a mother or attending female.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000562>	"\"Behavior related to the barbering of oneself.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0007147>	"An anatomical cavity that surrounded_by a midgut."
<http://purl.obolibrary.org/obo/NBO_0000029>	"\"Reduction of voluntary movement.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000191>	"\"A type of memory associated with emotional experiences.\" [wikipedia:http\\://www.scholarpedia.org/article/Emotional_memory]"
<http://purl.obolibrary.org/obo/NBO_0000525>	"\"A depressive disorder that does not meet full criteria for Major depressive disorder but in which at least two depressive symptoms are present for two weeks.\" [wikipedia:Minor_Depressive_Disorder]"
<http://purl.obolibrary.org/obo/NBO_0020018>	"Behavior in which one animal causes the death of another."@en
<http://purl.obolibrary.org/obo/UBERON_0004015>	"The connection between the embryo proper and extraembryonic tissues"
<http://purl.obolibrary.org/obo/CHEBI_24431>	"A chemical entity is a physical entity of interest in chemistry including molecular entities, parts thereof, and chemical substances."
<http://purl.obolibrary.org/obo/NBO_0020268>	"Depart [from] current location of predator."@en
<http://purl.obolibrary.org/obo/NBO_0020170>	"Behaviors that reveal a hidden food resource, such as digging, cracking, or breaking."@en
<http://purl.obolibrary.org/obo/NBO_0000117>	"\"Exhibiting a domineering, assault posture and/or hostile physical action towards female animals.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0010885>	"A cartilaginous condensation that has the potential to develop into a hindlimb bone."
<http://purl.obolibrary.org/obo/UBERON_0015022>	"A hindlimb bone or its cartilage or pre-cartilage precursor."
<http://purl.obolibrary.org/obo/NBO_0000377>	"\"Locomotory orientation in response to specific chemical concentration gradient.\" [GO:0006935]"
<http://purl.obolibrary.org/obo/NBO_0000613>	"\"Communication behavior related to the process of conveying meaning in the form of non-word messages through for example gesture, body language or posture; facial expression and eye contact etc.\" [wikipedia:.wikipedia.org/wiki/Nonverbal_communication]"
<http://purl.obolibrary.org/obo/CHEBI_25248>	"Any carboxylic ester resulting from the formal condensation of a carboxy group with methanol."
<http://purl.obolibrary.org/obo/UBERON_0003915>	"Any endothelium that has the quality of being cylindrical [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0009497>	"An epithelium that is part of a foregut-midgut junction."
<http://purl.obolibrary.org/obo/UBERON_0012486>	"A muscular coat that is part of a cloaca."
<http://purl.obolibrary.org/obo/UBERON_0014783>	"Any muscle organ that is part of a cloaca."
<http://purl.obolibrary.org/obo/UBERON_0018543>	"The anatomical space within the intestine."
<http://purl.obolibrary.org/obo/NBO_0000205>	"\"A type of priming based on the meaning of a stimulus and is enhanced by semantic task.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000701>	"\"An absence seizure induced by hyperventilation.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/GO_0007629>	"The response to external or internal stimuli that results in the locomotory process of flight. Flight is the self-propelled movement of an organism through the air."
<http://purl.obolibrary.org/obo/NBO_0000094>	"\"An emotional behavior related to a feeling of uneasiness or nervousness in respect to a particular situation or environment.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000428>	"\"A reflex in mammals which optimises respiration to allow staying underwater for extended periods of time.\" [wikipedia:Mammalian_diving_reflex]"
<http://purl.obolibrary.org/obo/PATO_0000375>	"A distance which is lesser relative to the normal or average."
<http://purl.obolibrary.org/obo/NBO_0000688>	"\"A type of epilepsy that is characterised by myoclonic seizures.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000590>	"\"Inability to coordinate voluntary muscular movements.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000591>	"\"Observable characteristic of behavior related to the coordination of combinations of body movements created with the kinematic (such as spatial direction) and kinetic (force) parameters that result in intended actions.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/CHEBI_29067>	"The conjugate base formed when the carboxy group of a carboxylic acid is deprotonated."
<http://purl.obolibrary.org/obo/NBO_0015001>	"An avoidance behavior engaged in by prey that reduces the success of a predator without the prey actually attacking the predator."
<http://purl.obolibrary.org/obo/NBO_0000635>	"\"Behavior related to the activity seen in animals exposed to adverse stimuli, in which the tendency to act defensively is stronger than the tendency to attack.\" [web:http\\://www.britannica.com/EBchecked/topic/45916/avoidance-behavior]"
<http://purl.obolibrary.org/obo/NBO_0045007>	"The consuming of cannabis through eating or applying the oil sublingually."
<http://purl.obolibrary.org/obo/NBO_0000057>	"The act of dragging claws or nails over a surface [NBO:AC]"
<http://purl.obolibrary.org/obo/UBERON_0003056>	"The portion of neural plate anterior to the mid-hindbrain junction."
<http://purl.obolibrary.org/obo/NBO_0002569>	"\"Increase in core body termperature in response to stress or anticipatory anxiety.\" [NBOC:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000516>	"\"A major depressive disorder characterized by mood reactivity (paradoxical anhedonia) and positivity, significant weight gain or increased appetite (\\\"comfort eating\\\"), excessive sleep or somnolence (hypersomnia), a sensation of heaviness in limbs known as leaden paralysis, and significant social impairment as a consequence of hypersensitivity to perceived interpersonal rejection.\" [wikipedia:Atypical_depression]"
<http://purl.obolibrary.org/obo/NBO_0000776>	"\"Observable characteristic of behaviour associated with signals made by the mobbing species while harassing a predator.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/CHEBI_47958>	"An agonist that selectively binds to and activates a nicotinic acetylcholine receptor."
<http://purl.obolibrary.org/obo/NBO_0020296>	"Uninvited taking of food from another animal."@en
<http://purl.obolibrary.org/obo/NBO_0000739>	"\"A type of epilepsy that is characterised a sudden paroxysmal crying.\" [NBO:<new dbxref>, NBO:GVG]"
<http://purl.obolibrary.org/obo/GO_0050960>	"The series of events in which a temperature stimulus is received and converted into a molecular signal as part of thermoception."
<http://purl.obolibrary.org/obo/UBERON_0014717>	"The secretory unit of a mucous gland. The acinar portion is composed of mucous secreting cells."
<http://purl.obolibrary.org/obo/NBO_0000108>	"\"Exhibiting a domineering, assault posture and/or hostile physical action towards women.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/PATO_0002361>	"A tendency which is relatively high."
<http://purl.obolibrary.org/obo/PATO_0002362>	"A tendency which is relatively low."
<http://purl.obolibrary.org/obo/NBO_0000604>	"\"A social behavior characterised by conscious or unconscious constraint of a behavior that might be considered objectionable in a social setting.\" [wikipedia:Social_inhibition]"
<http://purl.obolibrary.org/obo/CHEBI_33702>	"A cation consisting of more than one atom."
<http://purl.obolibrary.org/obo/PATO_0002324>	"The temporal relation between the end of the process with respect to a reference process."
<http://purl.obolibrary.org/obo/UBERON_0007625>	"epithelial layer of the retina, ciliary body, or iris composed of cells containing pigment granules."
<http://purl.obolibrary.org/obo/NBO_0000456>	"\"Behavior involving responding discretely to specific visual, auditory or tactile stimuli.\" [wikipedia:Attention]"
