?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/MAXO_0000988>	"Procedure to evaluate the structure and/or function of a particular by part or system."	
<http://purl.obolibrary.org/obo/MAXO_0000904>	"Treatment with an inhibitor that inteferes with the action of alpha-glucosidase."	"CHEBI:67239"
<http://purl.obolibrary.org/obo/CHEBI_35471>	"A loosely defined grouping of drugs that have effects on psychological function."	"Wikipedia:Psychotropic_drug"
<http://purl.obolibrary.org/obo/CL_1000274>		
<http://purl.obolibrary.org/obo/MAXO_0000880>	"A measurement of the unconjugated or non-water-soluble bilirubin in a biological specimen to assess liver function."	
<http://purl.obolibrary.org/obo/FOODON_03400264>	"The liquid extracted or expressed from mature vegetables with or without optional ingredients such as seasoning or salt.  Products prepared from vegetable juice by thickening with gelatin or pectin are indexed under the broader term *VEGETABLE OR VEGETABLE PRODUCT*. For part or portion, index the part or the plant from which the juice was extracted, rather than *PLANT EXTRACT, CONCENTRATE, OR ISOLATE*."@en	"http://www.langual.org/langual_thesaurus.asp?termid=A0264"
<http://purl.obolibrary.org/obo/NCBITaxon_3193>		"GC_ID:1"
<http://purl.obolibrary.org/obo/MAXO_0000404>	"Removal and examination of tissue, cells, or fluids from spinal cord for the purpose of detecting or characterizing disease."	
<http://purl.obolibrary.org/obo/MAXO_0000007>	"A test that involves the administration of contrast dye  and X-ray imaging in order to be able to see soft tissue within the body. Dye can be added intravenously, ingested, or other methods."	
<http://purl.obolibrary.org/obo/UBERON_0003513>	"A blood vessel that is part of a trunk [Automatically generated definition]."	"MA:0000511"
<http://purl.obolibrary.org/obo/GO_0003016>	"A process carried out by the organs or tissues of the respiratory system. The respiratory system is an organ system responsible for respiratory gaseous exchange."	
<http://purl.obolibrary.org/obo/MAXO_0000938>	"Open brain surgery to remove part of the brain causing seizures."	
<http://purl.obolibrary.org/obo/CHEBI_32458>		
<http://purl.obolibrary.org/obo/UBERON_0006267>	"The notochordal plate is the dorsal part of the notochordal process when the ventral portion breaks down. It is continuous laterally with the endoderm that composes the roof of the primitive foregut and is in contact dorsally with the neural tube. The folding off of the notochordal plate gives rise to the notochord."	"EHDAA2:0001278 EHDAA:264 NCIT:C34231 VHOG:0001212 EMAPA:16101"
<http://purl.obolibrary.org/obo/MAXO_0000994>	"Removal of dead (necrotic) or infected skin to help a wound heal."	
<http://purl.obolibrary.org/obo/PR_000001969>	"A protein that is a translation product of the human PLAUR gene or a 1:1 ortholog thereof."	"PIRSF:PIRSF002022"
<http://purl.obolibrary.org/obo/MAXO_0001009>	"A determination of the number of neutrophil in a blood sample."	
<http://purl.obolibrary.org/obo/UBERON_0015757>		"FMA:62798"
<http://purl.obolibrary.org/obo/PATO_0001031>	"A physical quality inhering in a bearer by virtue of the bearer's disposition to recover its size and shape after deformation in any way."	
<http://purl.obolibrary.org/obo/UBERON_0001799>	"The chamber in the eyeball enclosing the vitreous humor, bounded anteriorly by the lens and ciliary body and posteriorly by the posterior wall of the eyeball[BTO,modified]."	"FMA:58848 Wikipedia:Vitreous_chamber MA:0002461 BTO:0002087 NCIT:C33885"
<http://purl.obolibrary.org/obo/MAXO_0001011>	"Measuring the body or its parts."	
<http://purl.obolibrary.org/obo/MAXO_0000840>	"The determination of the amount of alanine aminotransferase (human) present in the sample."	"NCIT:C64433"
<http://purl.obolibrary.org/obo/MAXO_0030010>	"The ketogenic diet is a high-fat, low-carbohydrate, adequate-protein diet that mimics a fasting state, resulting in the substitution of ketone bodies as a source of energy. The ketogenic diet can be used to reduce recurrent epileptic seizures in individuals with intractable epilepsy. Intractable epilepsy is defined as epilepsy that failed to respond to three or more antiepileptic drugs."	
<http://purl.obolibrary.org/obo/UBERON_0007798>	"Anatomical system that consists of all blood and lymph vessels."	"NCIT:C33854 BTO:0001085 MA:0002718 CALOHA:TS-2053 EHDAA2:0004520 EMAPA:35905"
<http://purl.obolibrary.org/obo/FOODON_03411189>	"Winter squash is an annual fruit representing several squash species within the genus Cucurbita. It differs from summer squash in that it is harvested and eaten in the mature fruit stage when the seeds within have matured fully and the skin has hardened into a tough rind. At this stage, most varieties of this fruit can be stored for use during the winter."@en	"http://www.langual.org/langual_thesaurus.asp?termid=B1189"
<http://purl.obolibrary.org/obo/UBERON_0003498>	"A blood vessel that is part of a heart [Automatically generated definition]."	"EMAPA:35397 MA:0002483"
<http://purl.obolibrary.org/obo/MAXO_0000762>	"Intake of nutrients intravenously."	
<http://purl.obolibrary.org/obo/UBERON_0003890>	"Paired ducts of the embryo that run down the lateral sides of the urogenital ridge and terminate at the mullerian eminence in the primitive urogenital sinus. In the female, they will develop to form the fallopian tubes, uterus, and the upper portion of the vagina; in the male, they are lost. These ducts are made of tissue of mesodermal origin[WP]. develops either by lengthwise splitting of the archinephric duct (in chondrichthyans and some amphibians) or by a elongated invagination of the coelomic epithelium (other vertebrates) In males, the oviducts regress. The cranial end of the oviduct maintains an opening into the coelom (which primitively may have been the anteriormost coelomic funnels connecting the nephrocoel with the coelom). This opening is the ostium tubae[USM]."	"SCTID:308802006 GAID:1309 XAO:0000330 VHOG:0001199 EHDAA2:0004048 EMAPA:27665 NCIT:C13260 MESH:D009095 Wikipedia:Paramesonephric_duct RETIRED_EHDAA2:0001399 AAO:0010141"
<http://purl.obolibrary.org/obo/HP_0000078>	"An abnormality of the genital system."	"UMLS:C0744356 UMLS:C0281966"
<http://purl.obolibrary.org/obo/CHEBI_32564>	"An alpha-amino-acid cation that is the conjugate acid of lysine, having two cationic amino groups and an anionic carboxy group."	
<http://purl.obolibrary.org/obo/HP_0010460>	"Abnormality of the female genital system."	"UMLS:C4023820"
<http://purl.obolibrary.org/obo/CHEBI_29985>	"An alpha-amino-acid anion that is the conjugate base of L-glutamic acid, having anionic carboxy groups and a cationic amino group"	"MetaCyc:GLT"
<http://purl.obolibrary.org/obo/UBERON_0001094>	"A vertebra bone that is part of the sacral region of the vertebral column."	"FMA:12526 neuronames:1706 AAO:0000552 galen:SacralVertebra MA:0000313 Wikipedia:Sacrum EMAPA:18336 SCTID:361773005 XAO:0003078 NCIT:C12853"
<http://purl.obolibrary.org/obo/CL_0007009>	"Skeletogenic cell that has the potential to develop into a chondroblast; and arises from neural crest, meseosdermal and notochordal and connective tissue cells."	
<http://purl.obolibrary.org/obo/CHEBI_50326>		
<http://purl.obolibrary.org/obo/MAXO_0035107>	"Removal and examination of tissue, cells, or fluids from carotid artery segment for the purpose of detecting or characterizing disease."	
<http://purl.obolibrary.org/obo/UBERON_0003975>	"The internal feminine genital organs, including the ovaries, uterine tubes, uterus, uterine cervix, and vagina."	"SCTID:303518005 FMA:45654 BTO:0003099"
<http://purl.obolibrary.org/obo/CHEBI_176838>	"Any member of a group of vitamers that belong to the chemical structural class called flavins that exhibit biological activity against vitamin B2 deficiency. Symptoms associated with vitamin B2 deficiency include glossitis, seborrhea, angular stomaitis, cheilosis and photophobia. The vitamers include riboflavin and its phosphate derivatives (and includes their salt, ionised and hydrate forms)."	
<http://purl.obolibrary.org/obo/MAXO_0000635>	"Treatment with a drug which acts to reduce estrogenic activity in the body, either by reducing the amount of estrogen or by reducing the activity of whatever estrogen is present."	"CHEBI:50751"
<http://purl.obolibrary.org/obo/FOODON_03301305>		"https://bioregistry.io/reference/siren:F1305"
<http://purl.obolibrary.org/obo/MAXO_0000194>	"Use of a narcotic or opioid substance, synthetic or semisynthetic agent producing profound analgesia, drowsiness, and changes in mood."	"CHEBI:35482"
<http://purl.obolibrary.org/obo/UBERON_0003842>	"An anatomical space that surrounded_by a neural tube."	"AAO:0011073 EHDAA:914 EMAPA:16167 EHDAA:2889 VHOG:0001119 XAO:0000252 EHDAA2:0001269"
<http://purl.obolibrary.org/obo/MAXO_0000281>	"Treatment with an agent regulating protaglandins."	
<http://purl.obolibrary.org/obo/MAXO_0000023>	"Treatment with an agent that can alter brain chemistry leading to mood and/or behaviorial changes."	
<http://purl.obolibrary.org/obo/CHEBI_76879>	"An EC 2.6.* (nitrogenous group transferase) inhibitor that inhibits the action of any transaminase (EC 2.6.1.*)."	
<http://purl.obolibrary.org/obo/CHEBI_33229>	"A biochemical role played by any micronutrient that is an organic compound. Vitamins are present in foods in small amounts and are essential to normal metabolism and biochemical functions, usually as coenzymes. The term \"vitamines\" (from vita + amines) was coined in 1912 by Casimir Funk, who believed that these compounds were amines."	"Wikipedia:Vitamin"
<http://purl.obolibrary.org/obo/CHEBI_65212>	"A carbohydrate derivative that is any derivative of a polysaccharide."	
<http://purl.obolibrary.org/obo/HP_0033127>	"An anomaly of the musculoskeletal system, which consists of the bones of the skeleton, muscles, cartilage, tendons, ligaments, joints, and other connective tissue. The musculoskeletal system supports the weight of the body, maintains body position and produces movements of the body or of parts of the body."	
<http://purl.obolibrary.org/obo/CHEBI_39000>		
<http://purl.obolibrary.org/obo/MAXO_0000377>	"Removal and examination of tissue, cells, or fluids from lower respiratory tract for the purpose of detecting or characterizing disease."	
<http://purl.obolibrary.org/obo/MAXO_0035115>	"A type of cerebral magnetic resonance (MR) imaging that measures random Brownian motion of water molecules within each voxel of imaged brain tissue."	
<http://purl.obolibrary.org/obo/UBERON_0000468>	"Anatomical structure that is an individual member of a species and consists of more than one cell."	"WBbt:0007833 ZFA:0001094 NCIT:C13041 BSA:0000038 VHOG:0000671 CARO:0000012 BTO:0000042 TADS:0000001 AAO:0010026 EV:0100016 SCTID:243928005 HAO:0000012 AEO:0000191 BIRNLEX:18 EHDAA2:0003191 EHDAA:1 TAO:0001094 FMA:256135 EMAPA:25765 EFO:0002906 XAO:0003004 Wikipedia:Multi-cellular_organism galen:Organism TGMA:0001832 BILA:0000012 EHDAA2:0003103 ncithesaurus:Whole_Organism"
<http://purl.obolibrary.org/obo/CHEBI_32457>		
<http://purl.obolibrary.org/obo/MAXO_0000270>	"Treatment with any agent that helps treat irritable bowel syndrome."	
<http://purl.obolibrary.org/obo/UBERON_0005157>	"An epithelial sheet bent on a linear axis."	
<http://purl.obolibrary.org/obo/MAXO_0001523>	"Administration of medication or other fluids into the rectal cavity whcih are absorbed by the rectum's blood vessels."	
<http://purl.obolibrary.org/obo/HP_0000818>	"An abnormality of the endocrine system."	"UMLS:C0014130 SNOMEDCT_US:362969004 UMLS:C4025823"
<http://purl.obolibrary.org/obo/GO_0038023>	"Receiving a signal and transmitting it in the cell to initiate a change in cell activity. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response."	
<http://purl.obolibrary.org/obo/CL_0000255>	"Any cell that only exists in Eukaryota."	"MESH:D005057"
<http://purl.obolibrary.org/obo/MAXO_0000340>	"Removal and examination of tissue, cells, or fluids from breast for the purpose of detecting or characterizing disease."	
<http://purl.obolibrary.org/obo/GO_0043227>	"Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."	"NIF_Subcellular:sao414196390"
<http://purl.obolibrary.org/obo/MAXO_0000070>		"NCIT:C15271"
<http://purl.obolibrary.org/obo/CHEBI_66956>	"Any compound which can be used to treat or alleviate the symptoms of dyskinesia."	
<http://purl.obolibrary.org/obo/CL_0000192>	"A non-striated, elongated, spindle-shaped cell found lining the digestive tract, uterus, and blood vessels. They develop from specialized myoblasts (smooth muscle myoblast)."	"BTO:0004576 FMA:14072 CALOHA:TS-2159"
<http://purl.obolibrary.org/obo/UBERON_0002365>	"A gland that secretes products (excluding hormones and other chemical messengers) into ducts (duct glands) which lead directly into the external environment[WP]. Typical exocrine glands include sweat glands, salivary glands, mammary glands, stomach, liver, pancreas."	"CALOHA:TS-2012 Wikipedia:Exocrine_gland MA:0002564 EMAPA:35327 NCIT:C12712 FMA:9596 MESH:D005088 EHDAA2:0003097 BTO:0000765 GAID:34 SCTID:115976003 AEO:0000097"
<http://purl.obolibrary.org/obo/CHEBI_75771>	"Any mammalian metabolite produced during a metabolic reaction in a mouse (Mus musculus)."	
<http://purl.obolibrary.org/obo/GO_0048518>	"Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."	
